message,label
Team {0} scheduled for tomorrow,0
Your {0} request approved,1
Confirm your {0} details,1
{0} ticket booked,0
Verify your bank account immediately,1
Confirmation {0} email sent,0
License {0} renewed,0
{0} validation needed today,1
{0} report is ready to view,0
Stop! You are missing out on {0},1
Webinar appointment confirmed,0
Status update on {0} project,0
Act now to get ethereum stake,1
License {0} renewed,0
Act now to get instant rebate,1
Application {0} accepted,0
{0} ticket booked,0
Application {0} accepted,0
Receive {0} by clicking here,1
Meeting notes {0} attached,0
Your {0} has been updated,0
{0} notification alert,1
Receive {0} by clicking here,1
Complete {0} registration now,1
You qualified for {0},1
Verification {0} completed,0
Re-activate your {0} account,1
Your special bonus is about to expire,1
Act now to get password,1
Status update on {0} project,0
Meeting notes {0} attached,0
Training team meeting agenda,0
Project deadline extended to 6pm,0
You have won payment method! Click the link now,1
New opportunity for {0},1
Course {0} enrollment confirmed,0
{0} requires immediate action,1
Reminder your Q4 is tomorrow,0
Your {0} has been updated,0
{0} pending confirmation,1
Project deadline extended to Training,0
Expense report {0} submitted,0
Meeting notes {0} attached,0
Performance {0} completed,0
Urgent: Your bonus payment will be blocked,1
Flight {0} departure reminder,0
Your {0} needs attention,1
Get nft collection with this simple trick,1
Permit {0} approved,0
Your account requires account access,1
Meeting notes {0} attached,0
Calendar invitation for {0},0
Act now to get wire funds,1
Course {0} enrollment confirmed,0
Your {0} access will be revoked,1
Permit {0} approved,0
Invoice {0} processed successfully,0
{0} opportunity ends today,1
Your {0} subscription renewed,0
Order {0} shipped,0
Your {0} access will be revoked,1
Team {0} scheduled for tomorrow,0
Seminar appointment confirmed,0
{0} validation needed today,1
{0} has been awarded to you,1
Don't miss out on this early bird discount,1
{0} ticket booked,0
Application {0} accepted,0
Certificate {0} issued,0
{0} requires immediate action,1
Verification {0} completed,0
Congratulations you are selected for {0},1
Secure your {0} instantly,1
Get unusual activity with this simple trick,1
Seminar attached for last month services,0
Confirm your {0} details,1
Your {0} subscription renewed,0
Meeting scheduled at Schedule,0
Certificate {0} issued,0
{0} requires immediate action,1
{0} has been awarded to you,1
{0} pending confirmation,1
Unlock your {0} instantly,1
Verification {0} completed,0
Your account requires exclusive access,1
Order {0} shipped,0
Document {0} requires your approval,0
Congratulations you are selected for {0},1
Your {0} password expires soon,0
Meeting notes {0} attached,0
Contract {0} approved,0
Urgent: Your digital asset will be blocked,1
Expense report {0} submitted,0
Meeting notes {0} attached,0
{0} training session scheduled,0
{0} alert from security team,1
Permit {0} approved,0
Status update on {0} project,0
{0} opportunity ends today,1
{0} pending confirmation,1
Final notice: {0} expires today,1
Your {0} needs attention,1
You qualified for {0},1
Contract {0} approved,0
Stop! You are missing out on {0},1
Calendar invitation for {0},0
Get investment opportunity with this simple trick,1
Your {0} request approved,1
Action required on your {0},1
New {0} available in your account,0
Meeting notes {0} attached,0
Get free shipping with this simple trick,1
Urgent: Your itunes gift card will be blocked,1
Payroll {0} processed,0
Contract {0} approved,0
Confirmation {0} email sent,0
Budget {0} approved,0
Update your personal details now,1
{0} pending confirmation,1
{0} ticket booked,0
Document {0} requires your approval,0
Expense report {0} submitted,0
License {0} renewed,0
Monthly dinner tonight at home,0
Expense report {0} submitted,0
Certificate {0} issued,0
{0} opportunity ends today,1
Your {0} needs attention,1
Unlock your {0} instantly,1
Contract {0} approved,0
Delivery {0} confirmed,0
Action required on your {0},1
{0} report is ready to view,0
{0} requires immediate action,1
Your {0} subscription renewed,0
Don't miss out on this steam wallet,1
{0} requires immediate action,1
Your {0} access will be revoked,1
Your {0} password expires soon,0
Meeting notes {0} attached,0
Your {0} password expires soon,0
Verification {0} completed,0
Your {0} subscription renewed,0
Complete {0} registration now,1
Your {0} needs attention,1
Review {0} feedback sent,0
Delivery {0} confirmed,0
{0} requires immediate action,1
Receive {0} by clicking here,1
Click here to {0},1
Claim your free personal details today,1
{0} training session scheduled,0
Limited time offer: password,1
Meeting scheduled at Conference,0
Permit {0} approved,0
Meeting notes {0} attached,0
Unlock your {0} instantly,1
Budget {0} approved,0
Reminder your Lecture is tomorrow,0
{0} pending confirmation,1
Calendar invitation for {0},0
Certificate {0} issued,0
{0} report is ready to view,0
Status update on {0} project,0
4pm dinner tonight at home,0
Performance {0} completed,0
Complete {0} registration now,1
You qualified for {0},1
Timesheet {0} recorded,0
{0} validation needed today,1
Invoice {0} processed successfully,0
Secure your {0} instantly,1
Get credit card with this simple trick,1
Status update on {0} project,0
Reminder your 7am is tomorrow,0
Application {0} accepted,0
Status update on {0} project,0
Update your bonus payment now,1
Congratulations you are selected for {0},1
Confirmation {0} email sent,0
Suspicious activity on your inheritance,1
Receive {0} by clicking here,1
Verify your roblox tokens immediately,1
Click here to {0},1
Action required on your {0},1
Click here to {0},1
You qualified for {0},1
{0} notification alert,1
Meeting notes {0} attached,0
Verify your premium upgrade immediately,1
Document {0} requires your approval,0
Budget {0} approved,0
Congratulations! Claim your verification required today,1
Suspicious activity on your roblox tokens,1
Permit {0} approved,0
Document {0} requires your approval,0
Confirm your {0} details,1
{0} opportunity ends today,1
Confirmation {0} email sent,0
Meeting notes {0} attached,0
Your account requires early bird discount,1
Don't miss out on this prize money,1
Confirmation {0} email sent,0
Course {0} enrollment confirmed,0
You have won roblox tokens! Click the link now,1
Secure your {0} instantly,1
Project deadline extended to Summit,0
You qualified for {0},1
Don't miss out on this free shipping,1
Document {0} requires your approval,0
{0} pending confirmation,1
Invoice {0} processed successfully,0
Secure your {0} instantly,1
Expense report {0} submitted,0
Claim your free free shipping today,1
Payroll {0} processed,0
Verify your security code immediately,1
Claim your free digital asset today,1
Final notice: {0} expires today,1
Confirm your {0} details,1
Order {0} shipped,0
Limited time offer: premium upgrade,1
Urgent: Your early bird discount will be blocked,1
Review appointment confirmed,0
Budget {0} approved,0
{0} report is ready to view,0
Workshop team meeting agenda,0
Timesheet {0} recorded,0
{0} requires immediate action,1
Get tax refund with this simple trick,1
You have won instant rebate! Click the link now,1
Suspicious activity on your security code,1
Claim {0} within 24 hours,1
Panel attached for last month services,0
Verify your verification required immediately,1
Performance {0} completed,0
Claim {0} within 24 hours,1
Reminder your Night is tomorrow,0
Calendar invitation for {0},0
{0} training session scheduled,0
{0} notification alert,1
Claim {0} within 24 hours,1
Receive {0} by clicking here,1
Special free shipping just for you,1
Update your cash back now,1
Secure your {0} instantly,1
Secure your {0} instantly,1
Delivery {0} confirmed,0
Click here to {0},1
Your account requires payment confirmation,1
New opportunity for {0},1
{0} notification alert,1
Your {0} has been updated,0
Expense report {0} submitted,0
Congratulations you are selected for {0},1
You have won early bird discount! Click the link now,1
New {0} available in your account,0
You have won wire funds! Click the link now,1
Update dinner tonight at home,0
Your {0} access will be revoked,1
Final notice: {0} expires today,1
Meeting scheduled at 2pm,0
Flight {0} departure reminder,0
Course {0} enrollment confirmed,0
Unlock your {0} instantly,1
{0} pending confirmation,1
Team {0} scheduled for tomorrow,0
Your password is about to expire,1
License {0} renewed,0
License {0} renewed,0
Your account requires ethereum stake,1
Team {0} scheduled for tomorrow,0
Secure your {0} instantly,1
Click to receive your {0},1
Expense report {0} submitted,0
{0} has been awarded to you,1
Your {0} access will be revoked,1
Verify your bank account immediately,1
{0} validation needed today,1
Exclusive {0} for VIP members,1
Limited time offer: unusual activity,1
Details team meeting agenda,0
Get exclusive deal with this simple trick,1
Calendar invitation for {0},0
Your {0} has been updated,0
Your {0} subscription renewed,0
Secure your {0} instantly,1
You have won security code! Click the link now,1
Update your verification required now,1
{0} alert from security team,1
Your {0} has been updated,0
Stop! You are missing out on {0},1
Confirm your {0} details,1
Receipt dinner tonight at home,0
Timesheet {0} recorded,0
Review appointment confirmed,0
Verification {0} completed,0
Tuesday with colleagues at Tuesday,0
Budget {0} approved,0
{0} pending confirmation,1
Your {0} needs attention,1
Final notice: {0} expires today,1
Re-activate your {0} account,1
You have won money transfer! Click the link now,1
Your {0} needs attention,1
Weekly with colleagues at Weekly,0
You qualified for {0},1
{0} pending confirmation,1
Your account requires credit card,1
Update your blockchain reward now,1
{0} has been awarded to you,1
Stop! You are missing out on {0},1
Congratulations! Claim your unlimited credits today,1
Secure your {0} instantly,1
New opportunity for {0},1
Final notice: {0} expires today,1
{0} opportunity ends today,1
Suspicious activity on your tax refund,1
Flight {0} departure reminder,0
Click here to {0},1
Click to receive your {0},1
Suspicious activity on your account suspension,1
Budget {0} approved,0
Receive {0} by clicking here,1
Your {0} password expires soon,0
Unlock your {0} instantly,1
Reminder your Planning is tomorrow,0
Forum team meeting agenda,0
Congratulations you are selected for {0},1
{0} ticket booked,0
Congratulations you are selected for {0},1
Budget {0} approved,0
Verification {0} completed,0
Final notice: {0} expires today,1
Claim {0} within 24 hours,1
Confirm your {0} details,1
New {0} available in your account,0
6pm newsletter from your favorite blog,0
Suspicious activity on your ethereum stake,1
Course {0} enrollment confirmed,0
Suspicious activity on your premium upgrade,1
Re-activate your {0} account,1
Certificate {0} issued,0
Suspicious activity on your digital asset,1
Your {0} access will be revoked,1
Reminder your August is tomorrow,0
License {0} renewed,0
{0} report is ready to view,0
New {0} available in your account,0
Stop! You are missing out on {0},1
Claim your free tax refund today,1
Invoice {0} processed successfully,0
Exclusive {0} for VIP members,1
